UniRef90_A0A1C5SQZ6	0.55129	SID530215_genefamilies-cpm.tsv
UniRef90_Q8G9W2	0.35245	SID530215_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.527707	SID31236_genefamilies-cpm.tsv
UniRef90_R7D8P4	1.90405	SID31237_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.362408	SID31237_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.239442	SID31452_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.559767	SID31512_genefamilies-cpm.tsv
UniRef90_D3AGL8	1.46629	SID31450_genefamilies-cpm.tsv
UniRef90_Q8G9W2	2.5516	SID531155_genefamilies-cpm.tsv
UniRef90_R7D8P4	0.306314	SID31705_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.148844	SID31705_genefamilies-cpm.tsv
UniRef90_R7D8P4	0.835543	SID31223_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.53923	SID31223_genefamilies-cpm.tsv
UniRef90_C7HVX5	0.327561	SID530373_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.183813	SID530373_genefamilies-cpm.tsv
UniRef90_Q8G9W2	0.157201	SID530373_genefamilies-cpm.tsv
UniRef90_D3AGL8	0.108503	SID530373_genefamilies-cpm.tsv
UniRef90_X8HT26	0.151416	SID530074_genefamilies-cpm.tsv
UniRef90_A0A174T187	0.657625	SID31700_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.460564	SID31700_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU3	0.702704	SID31557_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.180511	SID31328_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.201683	SID31360_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.361854	SID31749_genefamilies-cpm.tsv
UniRef90_C0D5P0	1.15272	SID31880_genefamilies-cpm.tsv
UniRef90_A0A212J100	0.506421	SID31880_genefamilies-cpm.tsv
UniRef90_A0A1G6UQP1	0.361352	SID31880_genefamilies-cpm.tsv
UniRef90_D3AGL8	0.218396	SID31880_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.176266	SID31880_genefamilies-cpm.tsv
UniRef90_X8HT26	0.126151	SID31880_genefamilies-cpm.tsv
UniRef90_A0A0F0CIH3	0.0934598	SID31880_genefamilies-cpm.tsv
UniRef90_R7D8P4	1.80502	SID31582_genefamilies-cpm.tsv
UniRef90_A0A1C5SQZ6	0.475678	SID31582_genefamilies-cpm.tsv
UniRef90_A0A227LQG5	15.8542	SID531403_genefamilies-cpm.tsv
UniRef90_A0A100YR47	1.34239	SID531403_genefamilies-cpm.tsv
UniRef90_D3AGL8	0.611658	SID531403_genefamilies-cpm.tsv
