UniRef90_A0A1C5SQE6	0.392005	SID530119_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.0952	SID31223_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.513399	SID31223_genefamilies-cpm.tsv
UniRef90_R7D7H4	4.82744	SID530026_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.21871	SID530026_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.747996	SID530258_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.570942	SID530258_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.48458	SID530041_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.85112	SID530041_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.220579	SID31360_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	2.19213	SID530055_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.280286	SID530055_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.146342	SID530558_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.03815	SID31160_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.470021	SID31879_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.272425	SID31879_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.0984762	SID31879_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.221498	SID31030_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.517005	SID31452_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.150788	SID530075_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.38927	SID31021_genefamilies-cpm.tsv
UniRef90_Q8G9W1	16.4917	SID531281_genefamilies-cpm.tsv
UniRef90_A0A174EQ58	0.586046	SID531281_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.606954	SID531333_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.579499	SID531333_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.38703	SID531333_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.36593	SID531333_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.84238	SID530323_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.69671	SID530323_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.410301	SID530323_genefamilies-cpm.tsv
UniRef90_R7D7H4	2.14678	SID31489_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.22656	SID31489_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	2.08062	SID31549_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.56384	SID31549_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.290164	SID31379_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.164588	SID31379_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.433182	SID31749_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.959784	SID530450_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.188668	SID530450_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.210345	SID530297_genefamilies-cpm.tsv
UniRef90_B6W8J4	0.334567	SID530373_genefamilies-cpm.tsv
UniRef90_A0A2T1LGM3	0.27869	SID530373_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.267262	SID530373_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.746661	SID31009_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.359303	SID31009_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.491632	SID531248_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.17057	SID531248_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.197406	SID531469_genefamilies-cpm.tsv
UniRef90_Q8G9W1	6.59467	SID31446_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.211032	SID31446_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.185153	SID31446_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.128108	SID31446_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.0945744	SID31446_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.01265	SID31872_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.213325	SID530028_genefamilies-cpm.tsv
UniRef90_C5EEA3	2.39409	SID31275_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.772305	SID31275_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.363967	SID31275_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.163073	SID31328_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.145955	SID532779_genefamilies-cpm.tsv
UniRef90_R7D7H4	2.29377	SID31873_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.42095	SID31873_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.328563	SID31873_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.268966	SID31398_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.263445	SID31398_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.152371	SID31398_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.143643	SID31398_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.436625	SID31884_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.222202	SID31884_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.743871	SID31700_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.587983	SID31700_genefamilies-cpm.tsv
UniRef90_A0A174EQ58	0.160016	SID31700_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.651446	SID31367_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.0786002	SID31367_genefamilies-cpm.tsv
UniRef90_A0A100YR89	0.0669914	SID31367_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.0531156	SID31367_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	1.84231	SID530623_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.32617	SID530623_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.69725	SID530054_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.343725	SID31300_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	2.04173	SID31431_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.300981	SID530050_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.914227	SID31880_genefamilies-cpm.tsv
UniRef90_A0A212J116	0.79332	SID31880_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.231982	SID31880_genefamilies-cpm.tsv
UniRef90_A0A1G6UQL5	0.218288	SID31880_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.193404	SID31880_genefamilies-cpm.tsv
UniRef90_A0A134A578	0.142226	SID31880_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.126005	SID31880_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.228796	SID31865_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.597161	SID31455_genefamilies-cpm.tsv
UniRef90_A0A100YR89	1.41332	SID31876_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	1.11096	SID31876_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.135352	SID31876_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.119781	SID31876_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.583288	SID530600_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.524668	SID530600_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.785544	SID31233_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.333407	SID531424_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.459338	SID532915_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.242488	SID530167_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.198016	SID530167_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.128518	SID530867_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.544827	SID31750_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.444597	SID31750_genefamilies-cpm.tsv
UniRef90_B6W8J4	0.322163	SID31883_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.173352	SID31883_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.0919399	SID31883_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.088795	SID31883_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.0845402	SID31883_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.550002	SID31866_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.40663	SID31866_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.370452	SID531128_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.49254	SID31424_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.137212	SID31424_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.241375	SID31766_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.422156	SID31071_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.439214	SID31416_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.45615	SID530398_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.542102	SID530890_genefamilies-cpm.tsv
UniRef90_A0A174EQ58	0.633866	SID31723_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.388629	SID31723_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.344687	SID31723_genefamilies-cpm.tsv
UniRef90_A0A100YR89	0.149541	SID31868_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.138346	SID31868_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.128827	SID31868_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.797898	SID31267_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.691506	SID31267_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.598837	SID31129_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU5	1.45559	SID31870_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.336861	SID31870_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.181035	SID531766_genefamilies-cpm.tsv
UniRef90_Q8G9W1	7.44066	SID530403_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.2424	SID530403_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.42964	SID530163_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.827077	SID31881_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.45321	SID31881_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.128023	SID31881_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	1.83267	SID31501_genefamilies-cpm.tsv
UniRef90_A0A174BG05	1.55384	SID31501_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.357409	SID31501_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.197788	SID31501_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.178559	SID531775_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.57439	SID530262_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.270997	SID530262_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.1862	SID530262_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.92975	SID31685_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.73953	SID31685_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.163779	SID31685_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.719398	SID31449_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.11006	SID31449_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.636913	SID31188_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.177959	SID31188_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.371225	SID531277_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.333954	SID531277_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.46758	SID530295_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.366671	SID530295_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.1515	SID530168_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.217799	SID530394_genefamilies-cpm.tsv
UniRef90_R7D7H4	1.73572	SID31477_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.29851	SID31477_genefamilies-cpm.tsv
UniRef90_A0A0F3FS26	0.22843	SID31477_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.454138	SID531382_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.193283	SID531414_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.750916	SID530451_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.510718	SID530451_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.458299	SID31282_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.271311	SID531416_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.265018	SID530705_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.230733	SID530705_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.120814	SID530705_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.111758	SID530705_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.196994	SID530743_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.402977	SID531352_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.198734	SID31519_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.646882	SID532802_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.388826	SID530697_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.308751	SID31276_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	1.66073	SID31875_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.216906	SID31875_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.151536	SID31875_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.328182	SID31878_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.118985	SID530840_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.210709	SID31874_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.805906	GupDM_HCV_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.28725	GupDM_HCT_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	1.25257	GupDM_HCO_genefamilies-cpm.tsv
UniRef90_A0A2A5MV00	3.50009	GupDM_A9_genefamilies-cpm.tsv
UniRef90_Q8G9W1	2.23315	GupDM_A9_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.41283	GupDM_HCS_genefamilies-cpm.tsv
UniRef90_Q8G9W1	5.8309	GupDM_HCY_genefamilies-cpm.tsv
UniRef90_Q8G9W1	11.6122	GupDM_A_15_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU5	0.531482	GupDM_A_15_genefamilies-cpm.tsv
UniRef90_A0A100YR89	1.15823	GupDM_HCQ_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.409601	GupDM_JH_genefamilies-cpm.tsv
UniRef90_A0A100YR89	1.29959	GupDM_A3_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.613598	GupDM_HAK_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.16967	GupDM_JD_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.987907	GupDM_JD_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	1.0089	GupDM_HCN_genefamilies-cpm.tsv
UniRef90_Q8G9W1	2.11232	GupDM_HCU_genefamilies-cpm.tsv
UniRef90_Q8G9W1	12.7177	GupDM_A8_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU5	0.33824	GupDM_A8_genefamilies-cpm.tsv
UniRef90_A0A174BG05	1.89839	GupDM_JC_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.868879	GupDM_JJ_genefamilies-cpm.tsv
UniRef90_Q8G9W1	3.16671	GupDM_A14_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.702267	GupDM_JN_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.485018	GupDM_JN_genefamilies-cpm.tsv
UniRef90_A0A174BG05	1.48651	GupDM_JM_genefamilies-cpm.tsv
UniRef90_Q8G9W1	7.30127	GupDM_A12_genefamilies-cpm.tsv
UniRef90_Q8G9W1	3.29322	GupDM_A7_genefamilies-cpm.tsv
UniRef90_A0A1B7JAL0	1.13932	GupDM_A7_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.15546	GupDM_A10_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.883181	GupDM_JO_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.550092	GupDM_JO_genefamilies-cpm.tsv
UniRef90_Q8G9W1	4.00079	GupDM_A13_genefamilies-cpm.tsv
UniRef90_Q8G9W1	4.22185	GupDM_A1_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.408039	LILT_VF70_16_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.261077	LILT_VF281_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.212893	LILT_VF281_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.204115	LILT_VF55_T017_genefamilies-cpm.tsv
UniRef90_Q8G9W1	15.0265	LILT_VF301_T016_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.659786	LILT_VF301_T016_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU5	0.992145	LILT_VF154_T017_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.283222	LILT_VF154_T017_genefamilies-cpm.tsv
UniRef90_A0A242DAB9	0.239755	LILT_VF154_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.224408	LILT_VF50_16_genefamilies-cpm.tsv
UniRef90_A0A134A578	0.397438	LILT_VF166_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.294327	LILT_VF166_T017_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.184854	LILT_VF264_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.150584	LILT_VF264_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.0971203	LILT_VF264_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	2.91565	LILT_VF37_16_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.122835	LILT_VF37_16_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.108764	LILT_VF37_16_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.0631053	LILT_VF37_16_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.226355	LILT_VF90_16_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.199158	LILT_VF90_16_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	1.29723	LILT_VF77_16_genefamilies-cpm.tsv
UniRef90_A0A316MUV0	0.454282	LILT_VF60_T016_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.14242	LILT_VF216_T017_genefamilies-cpm.tsv
UniRef90_Q8G9W1	10.9311	LILT_VF234_T017_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.12203	LILT_VF234_T017_genefamilies-cpm.tsv
UniRef90_Q8G9W1	49.247	LILT_VF214_T016_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	4.53205	LILT_GF15_16_genefamilies-cpm.tsv
UniRef90_A0A316MUV0	0.47966	LILT_VF38_16_genefamilies-cpm.tsv
UniRef90_Q8G9W1	3.09019	LILT_VF273_T017_genefamilies-cpm.tsv
UniRef90_A0A1B7JAL0	1.60944	LILT_VF273_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	1.52067	LILT_VF273_T017_genefamilies-cpm.tsv
UniRef90_A0A1A7ULU5	0.204481	LILT_VF217_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.17651	LILT_GF12_16_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.569173	LILT_VF71_16_genefamilies-cpm.tsv
UniRef90_A0A174BG05	1.25342	LILT_VF30_16_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.712909	LILT_VF30_16_genefamilies-cpm.tsv
UniRef90_A0A1C5SQE6	0.182934	LILT_VF30_16_genefamilies-cpm.tsv
UniRef90_Q8G9W1	1.09226	LILT_VF259_T016_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.329811	LILT_VF259_T016_genefamilies-cpm.tsv
UniRef90_Q8G9W1	2.25249	LILT_VF114_T017_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.967475	LILT_VF114_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.461412	LILT_VF114_T017_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.449088	LILT_VF114_T017_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.393983	LILT_VF114_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.183481	LILT_VF04_16_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.121295	LILT_VF04_16_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.118897	LILT_VF04_16_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.0776702	LILT_VF04_16_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.10905	LILT_VF00TL_16_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.448499	LILT_VF279_T016_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.431035	LILT_VF279_T016_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.242535	LILT_VF279_T016_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.206807	LILT_VF107_16_genefamilies-cpm.tsv
UniRef90_A0A316MUV0	0.215503	LILT_VF40_16_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.136497	LILT_VF97_16_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.430867	LILT_VF66_T017_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.338118	LILT_VF66_T017_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.585086	LILT_VF261_T016_genefamilies-cpm.tsv
UniRef90_A0A0F0CDT1	0.412454	LILT_VF261_T016_genefamilies-cpm.tsv
UniRef90_C5EEA3	1.55674	LILT_VF171_T016_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.107073	LILT_VF171_T016_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.0542484	LILT_VF171_T016_genefamilies-cpm.tsv
UniRef90_A0A227LNJ2	0.0498098	LILT_VF171_T016_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.479208	LILT_VF189_T016_genefamilies-cpm.tsv
UniRef90_R7D7H4	0.131363	LILT_VF189_T016_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.83044	LILT_VF02_T016_genefamilies-cpm.tsv
UniRef90_Q8G9W1	59.0267	LILT_VF208_T017_genefamilies-cpm.tsv
UniRef90_Q8G9W1	0.271697	LILT_VF69_16_genefamilies-cpm.tsv
UniRef90_A0A3C0RV03	0.0952496	LILT_VF28_T016_genefamilies-cpm.tsv
UniRef90_C5EEA3	0.275747	LILT_GF06_16_genefamilies-cpm.tsv
UniRef90_A0A174BG05	0.275011	LILT_GF06_16_genefamilies-cpm.tsv
